,description,women_proportion
67,"Company name: Randstad Global IT Solutions B.V.
 Job requirements: <p> </p><ul><li>3+ years of experience in a service design role or similar, where you have built up:</li><li>a keen understanding of working in corporate organizations with lots of stakeholders, under business and technical constraints; (knock out)</li><li>experience with journey frameworks, journey mapping and service blueprinting; (knock out)</li><li>experience in user-centered design; design thinking, service design;</li><li>experience with insights management and journey management;</li><li>experience with creating and operationalizing need-based personas (based on morphological psychology theory); </li><li>experience in working in fast-paced environments: preferably experience researching as part of (agile) design sprints or supporting different product and process teams</li></ul><p> </p><p> </p>
location: Diemen
None
 Company info: <p>The Randstad Group is the global leader in the HR services industry and specialized in solutions in flexible work and human resources services. Our services range from regular temporary Staffing and permanent placements to Inhouse Services, Professionals, and HR Solutions (including Recruitment Process Outsourcing, Managed Services Programs, and outplacement). In 2019, Randstad generated revenue of   23.7 billion. Randstad was founded in 1960 and is headquartered in Diemen, the Netherlands. Randstad N.V. is listed on the NYSE Euronext Amsterdam, where options for stocks in Randstad are also traded. For more information, see www.randstad.com.</p>

<p> </p>

<p>human forward starts with you</p>

<p>Randstad s purpose is: supporting people and organizations in realizing their true potential. And this starts with making your work meaningful every day. It s people-work at its best. Making work meaningful. So if you recognize yourself in the profile above, we gladly invite you to apply for this role. </p>
 Compensation benefits: None
 Job type: Tijdelijke functie/opdracht
 Certifications: <p> </p><ul><li>3+ years of experience in a service design role or similar, where you have built up:</li><li>a keen understanding of working in corporate organizations with lots of stakeholders, under business and technical constraints; (knock out)</li><li>experience with journey frameworks, journey mapping and service blueprinting; (knock out)</li><li>experience in user-centered design; design thinking, service design;</li><li>experience with insights management and journey management;</li><li>experience with creating and operationalizing need-based personas (based on morphological psychology theory); </li><li>experience in working in fast-paced environments: preferably experience researching as part of (agile) design sprints or supporting different product and process teams</li></ul><p> </p><p><strong>Competenties</strong></p><p> </p><ul><li>As a global service designer, you will be leading by example as an actual doer, wanting to see fast and good results while having a passion for creating delightful services</li><li>Visual solid design skills and expertise in creating service design deliverables</li><li>Great communication skills in English, both in verbal and in written form, to convey complex design concepts in the most straightforward and clearest of ways (knock out)</li><li>Time management, estimation &amp; planning: handle multiple projects at any one instance, both independently and in multidisciplinary teams</li><li>Experience in working with journey mapping tools, such as TheyDo, or equivalent (pr )</li><li>Experience with linking CX metrics to qualitative insights is a plus. </li></ul><p> </p><p> </p><p> </p>
 Remote possible: True",1.0
68,"Company name: ABN AMRO Group N.V.
 Job requirements: <p> <span style=_color: rgb(68, 68, 68); background-color: rgb(255, 255, 255);_> </span>  Je hebt minimaal 3 jaar ervaring als digital copywriter of content manager</p><p>    Je kunt hebt een vlotte pen; je kent de B1-richtlijnen en past SEO-technieken toe</p><p>    Je bent ondernemend, kritisch, zorgvuldig en een doener</p><p>    Je neemt een voortrekkersrol in bij het opstellen van een content strategie en de uitvoering hiervan</p><p>    Je vindt het belangrijk om te begrijpen waarom je dingen aanpakt, welke metric je in beweging wilt krijgen en hoe een uiting of pagina past binnen de hele klantreis</p><p>    Je werkt graag samen in een team, maar kan ook goed zelfstandig plannen. Er is geen deadline die jij mist! </p><p>    Gedegen ervaring met een of meer CMS en (ervaring met Tridion en Scriptura is een pre)</p><p>    Ervaring met Google Search Console is een pre</p><p>    Ervaring met werken in een agile team is een pre</p>
location: Amsterdam Gustav Mahlerlaan 10, 1082 PP
None
 Company info: None
 Compensation benefits: <p>    Aantal uren per week: minimaal 32 uur</p><p>    We werken hybride, met minimaal   n vaste kantoordag (donderdag) en evnentueel tweede kantoordag (dinsdag)</p><p><br></p><p>Startdatum: 1-10-2024</p><p>Einddatum: 30-4-2024 (+ eventuele verlenging)</p><p><br></p><p>Svp reageren v  r woensdagochtend as 12:00 uur  (27 september) met cv en motivatie</p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: False",0.6363636363636364
69,"Company name: Clink Diensten
 Job requirements: <p> <span style=_font-size: 7pt;_>      </span>HBO werk- en denkniveau, informatisering of bedrijfskundig;</p><p> <span style=_font-size: 7pt;_>      </span>Aantoonbare managementkwaliteiten en ervaring in het aansturen van teams;</p><p> <span style=_font-size: 7pt;_>      </span>Minimaal 8 jaar kennis en ervaring binnen ICT Infrastructuren en relevantie kennis van delivery management;</p><p> <span style=_font-size: 7pt;_>      </span>ITIL gecertificeerd en ervaring in projectmanagement (pr );</p><p> <span style=_font-size: 7pt;_>      </span>Je bent een flexibele people manager met een focus op samenwerken en hebt een sterke technische achtergrond.</p>
location: Rotterdam
None
 Company info: <p>Clink Diensten levert diensten aan de woningcorporaties Hef Wonen, Hof Wonen en Stedelink. Via gezamenlijke inkoop, kennisdeling en de inzet van mensen op het gebied van onder meer inkoop, ICT en HR ondersteunen wij de corporaties. Dit leidt tot een kosteneffici nte bedrijfsvoering  n tot een innovatieve en toekomstbestendige dienstverlening. Door samenwerking borgen we immers continu teit, kennis en kwaliteit.</p><p><br></p><p>Vanuit Clink Diensten dragen we ook zorg voor het vastgoedbeheer binnen VvE s met woningen of bedrijfsruimtes van onder meer Hef Wonen, Hof Wonen en Stedelink. Dit doen we onder de naam Clink VvE-beheer. Tot slot valt Loek Warmte onder Clink Diensten. Loek Warmte levert warm water en duurzame warmte en koude aan woningen en organisaties.</p>
 Compensation benefits: <p>Dit betreft een tijdelijke opdracht bij onze klant, Clink diensten. Je werkt via Yacht bij deze klant. Een optie op een vaste arbeidsovereenkomst bij Yacht is bespreekbaar, met het doel je op meerdere opdrachten te kunnen detacheren. Wij nodigen zzp&#39;ers ook uit om te reageren.</p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: True",0.0
70,"Company name: Randstad Groep Nederland B.V.
 Job requirements: <p> <strong>Je hebt in ieder geval ervaring met (knock-out criteria):</strong></p><ul><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Working in a large scale application landscape (knock-out)</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Javascript ES6 (knock-out)</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Angular (knock-out)</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>React</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Typescript</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>HTML</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>SASS/SCSS/CCS</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>JSP</span></li></ul><p><strong>Je hebt bij voorkeur ook ervaring met</strong></p><ul><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>NX</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Bloomreach / Hippo CMS</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>FTL (FreeMarker Template Language)</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>ESNext</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Jest</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Node.js</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>React</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Gitlab (ci/cd)</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Cypress</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Storybook</span></li><li><span style=_color: rgb(0, 0, 0); font-family: Tahoma, sans-serif; font-size: 10pt;_>Java</span></li></ul>
location: Diemen
Front End Developer Angular + RxJS
 Company info: None
 Compensation benefits: None
 Job type: Tijdelijke functie/opdracht
 Certifications: <p><strong style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>De kandidaat heeft in ieder geval ervaring met (knock-out criteria):</strong></p><ul><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Working in a large scale application landscape (knock-out)</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Javascript ES6 (knock-out)</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Angular (knock-out)</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>React</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Typescript</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>HTML</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>SASS/SCSS/CCS</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>JSP</span></li></ul><p><strong style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>De kandidaat heeft bij voorkeur ook ervaring met</strong></p><ul><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>NX</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Bloomreach / Hippo CMS</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>FTL (FreeMarker Template Language)</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>ESNext</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Jest</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Node.js</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>React</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Gitlab (ci/cd)</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Cypress</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Storybook</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(0, 0, 0);_>Java</span></li></ul><p><strong style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>De volgende vaardigheden en competenties zijn nodig voor de rol/opdracht:</strong></p><ul><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>vloeiend Nederlands en Engels, zowel mondeling als schriftelijk</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>zelfstartende professional </span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je werkt gestructureerd, bent analytisch en kunt zaken buiten de gebaande paden benaderen.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt een klant- en oplossingsgerichte instelling en gaat een uitdaging niet uit de weg.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt ambitie en lef; je wilt jezelf continu kunnen uitdagen en verbeteren.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt geduld en doorzettingsvermogen</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>sterke communicatievaardigheden</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>inzet om de klus te klaren</span></li></ul>
 Remote possible: True",0.32
71,"Company name: Koninklijke Philips N.V.
 Job requirements: <p> <u>To succeed in this role, you should have the following skills and experience:</u></p><ul><li>A Bachelor&#39;s or Master&#39;s degree in Software Engineering or a related field.</li><li>8+ years of experience in software design and development.</li><li>A passion for applying Systems Engineering methodologies to software development.</li><li>A background in R&amp;D with a solid understanding of product and software development.</li><li>Experience in a medical-regulated environment is preferred.</li><li>Six Sigma certification is a plus.</li><li>Natural talent for training, able to explain complex concepts in simple terms and engage your audience.</li><li>Strong team player with excellent communication skills.</li><li>Willingness to travel up to 20% for training delivery and onsite support.</li></ul><p><br></p>
location: Eindhoven
None
 Company info: None
 Compensation benefits: <p><u>Primary employment conditions</u></p><p><br></p><p>       A good salary as per industry standards(classification depending on education and work experience);</p><p>      13th month salary (is paid out periodically pro rata)</p><p>       8.33% holiday pay calculated over 12 monthly salaries.</p><p><br></p><p><u>Contract form</u></p><p>       A one-year contract, but we would like to work towards a permanent contract;</p><p>       You will always be paid 100% of your salary, even between assignments.</p><p><br></p><p><u>Secondary employment conditions</u></p><p>       Pension Plus scheme (build-up from day 1);</p><p>       Net  750 to set up your home workplace;</p><p>       13th month (paid periodically on a pro-rata basis) or the possibility of a bonus (4 to 8% per quarter - average of 1 month&#39;s salary per year);</p><p>       25 days of vacation per year based on 40 hours;</p><p>       Travel expenses reimbursement;</p><p>       Options for working from home with a home work allowance;</p><p>       Yacht Academy with a training budget of up to  3,500 per year;</p><p>       Referral bonuses up to  1,500;</p><p>       Fixed HR contact person (personal guidance at least once a month);</p><p>       A professional buddy who is always within reach;</p><p>       Knowledge &amp; networking events</p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: False",0.0
72,"Company name: Koninklijke KPN N.V.
 Job requirements: <p> Actieve deelname aan het First Class programma.</p><p> De Projectmanager weet welke expertise er nodig is in een team om een project succesvol uit te voeren en de meeste klantwaarde te cre ren.</p><p> Kan een stakeholdersanalyse maken en weet om te gaan met hun (uiteenlopende) belangen.</p><p> De projectmanager beschikt over uitstekende leiderschapskwaliteiten die in verschillende situaties met verschillende stijlen kunnen worden toegepast.</p><p> De communicatie is uitstekend in woord en geschrift.</p><p> De projectmanager is zeer betrokken en heeft oog voor het nakomen van alle gemaakte afspraken, inclusief de administratie die daarbij hoort. </p>
location: Houten
None
 Company info: None
 Compensation benefits: <p>Wanneer je als <strong>IT specialist</strong> via Yacht werkzaam bent, betekent dit dat je toetreedt tot ons <strong>netwerk</strong>! Bij Yacht staat jouw loopbaan voorop. Yacht biedt jou een persoonlijk <strong>ontwikkeltraject </strong>waardoor jij je kan ontwikkelen! Je kunt hierbij denken aan interesse en mooie opdrachten bij diverse klanten en het behalen van belangrijke/relevante certificaten. Daarnaast hebben wij al ervaren professionals in dienst die graag met jou sparren over <strong>ontwikkelingen</strong>.</p><p><br></p><p>Je profiteert uiteraard ook van een marktconform salaris en goede secundaire arbeidsvoorwaarden, waaronder een persoonsgebonden opleidingsbudget en collectiviteitskorting op verzekeringen.</p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: True",0.2
73,"Company name: Randstad Groep Nederland B.V.
 Job requirements: <p> De kandidaat heeft in ieder geval ervaring met (<strong>knock-out criteria</strong>):</p><p><br></p><p>Proactief en in staat om het team mee te nemen in QA</p><p>Aantal jaar testervaring </p><p>Ervaring met functioneel testen in een complexe omgeving (knock out)</p><p>Ervaring met geautomatiseerd testen (API/E2E) (knock out) </p><p>Ervaring met JavaScript</p><p>Kennis van API s, Json en XML is noodzakelijk</p><p>Ervaring met geautomatiseerd testen in tenminste   n van volgende tools: Cypress, Playwright, Selenium.</p><p>Analytisch sterk * (prioriteiten kunnen stellen, verbanden herkennen, juiste vragen stellen)</p><p>Kennis van onderhoudbaar opzetten van test framework is noodzakelijk</p><p>Leergierig </p><p>Communicatief vaardig</p><p>HBO- of WO- niveau</p><p>Nederlandse taal (knock out)</p><p><br></p><p><strong>Nice to have:</strong></p><p>Ervaring met testmethodieken en strategie n (TMap/ISTQB)</p><p>Ervaring met CI/CD (v.w.b. tests in de pipeline) </p><p>Kennis van GIT / Jenkins</p><p>Ervaring met ReadyAPI of vergelijkbare tool</p><p>Kennis van agile werken</p><p><br></p><p>Het is belangrijk dat je op dinsdag fysiek in Diemen op het hoofdkantoor aanwezig is, de overige dagen kun je zelf plannen waar je werk. </p>
location: Diemen
Welkom in ons netwerk!
 Company info: <p>Ik vertel je graag meer over onze organisatie. </p>
 Compensation benefits: <p>Bij voorkeur ben je inzetbaar als zzp&#39;er. </p>
 Job type: Tijdelijke functie/opdracht
 Certifications: <p> </p><p><strong style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>De kandidaat heeft in ieder geval ervaring met (knock-out criteria)</strong><strong style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>:</strong></p><ul><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Proactief en in staat om het team mee te nemen in QA</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Aantal jaar testervaring </span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met functioneel testen in een complexe omgeving (knock out)</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met geautomatiseerd testen (API/E2E) (knock out) </span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met JavaScript</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Kennis van API s, Json en XML is noodzakelijk</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met geautomatiseerd testen in tenminste   n van volgende tools: Cypress, Playwright, Selenium.</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Analytisch sterk * (prioriteiten kunnen stellen, verbanden herkennen, juiste vragen stellen)</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Kennis van onderhoudbaar opzetten van test framework is noodzakelijk</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Leergierig </span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Communicatief vaardig</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>HBO- of WO- niveau</span></li></ul><p><br></p><p><br></p><p>Nice to have:</p><ul><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met testmethodieken en strategie n (TMap/ISTQB)</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met CI/CD (v.w.b. tests in de pipeline) </span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Kennis van GIT / Jenkins</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Ervaring met ReadyAPI of vergelijkbare tool</span></li><li><span style=_font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0);_>Kennis van agile werken</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>vloeiend Nederlands en Engels, zowel mondeling als schriftelijk</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>zelfstartende professional </span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je werkt gestructureerd, bent analytisch en kunt zaken buiten de gebaande paden benaderen.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt een klant- en oplossingsgerichte instelling en gaat een uitdaging niet uit de weg.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt ambitie en lef; je wilt jezelf continu kunnen uitdagen en verbeteren.</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>je hebt geduld en doorzettingsvermogen</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>sterke communicatievaardigheden</span></li><li><span style=_font-size: 10pt; font-family: Tahoma, sans-serif; color: rgb(32, 18, 77);_>inzet om de klus te klaren</span></li></ul>
 Remote possible: True",0.4615384615384615
74,"Company name: Bekend bij Yacht
 Job requirements: <p> HBO /WO technisch opgeleid (Computer Sience, Software Engineering of Informatica of soortgelijk;</p><p> Tenminste 3 jaar ervaring als Cloud Infra Engineer / DevOps of soortgelijk;</p><p> Kennis van AWS, SQL, Serverless Architecture, CI/CD Pipelines, Infra as a code, en datamigraties. Je hebt ervaring met het werken in internationale teams en bent in staat om de Cloud infrastructuur naar een hoger niveau te tillen door oplossingen uit te breiden binnen het plaatje van het IT landschap van onze opdrachtgever;</p><p> Infra as a code is een must. Net als aantoonbare AWS kennis. Geen Azure.</p><p><br></p>
location: Utrecht
None
 Company info: <p>Onze opdrachtgever is een vooraanstaande zakelijke dienstverlener gericht op mobiliteit.</p>
 Compensation benefits: <p>Je wordt gedetacheerd bij onze opdrachtgever voor de duur van de opdracht. ZZP&#39;ers zijn vanzelfsprekend welkom te reageren! De opdracht kan na voornoemde duur verlengd worden en de juiste kanidaat kan instromen in een vast dienstverband.</p><p><br></p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: True",0.0
75,"Company name: Bekend bij Yacht
 Job requirements: <p> HBO werk- en denkniveau, bij voorkeur een studie met een ICT  n business component zoals bedrijfskundige informatica of technische bedrijfskunde.</p><p> Aantoonbare ervaring met bron en requirement analyse;</p><p> Zeer gedegen kennis van SQL, kennis van data virtualisatie een pr ;</p><p> Ervaring met data warehouse automation en data vault is een pr ;</p>
location: Amersfoort
None
 Company info: <p>Onze opdrachtgever biedt op automotive toegesneden financi le, verzekerings-, lease- en mobiliteitsproducten aan.</p><p>Met ruim 180.000 leasecontracten in portefeuille behoort onze opdrachtgever tot   n van de grootste leasemaatschappijen van Nederland. . </p><p>Dagelijks werkt onze opdrachtgever met 550 gedreven medewerkers keihard aan een uitstekende dienstverlening voor zowel de zakelijke als de particuliere klant. </p>
 Compensation benefits: <p>ZZP&#39;ers worden van harte uitgenodigd te reageren maar een project contract voor de duur van het project is zeer zeker een optie!Je ontvangt van Yacht uitstekende arbeidsvoorwaarden voor de duur van het project!</p><p><br></p>
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: True",0.25
76,"Company name: Yacht
 Job requirements: <p> You and your talent </p><p> Must have: </p><p>   Academic degree (MSc / Phd) in Data Science, Mathematics, Computer Science, Econometrics or a related field. </p><p>   2+ years (medior) experience in advanced analytics / modelling / artificial intelligence activities (ideally with large data sets) working </p><p> with PySpark (requirement), experience with Spark and Azure Databricks is a plus. </p><p>   Excellent verbal and written communication skills in English. </p><p>   Structured, precise, communicative, and can work well with different people and roles. </p><p>   +6 months experience within financial services industry (insurance companys, bank etc.) .Experience in transaction monitoring and </p><p> FEC (preference). </p><p><br></p><p> Nice to have: </p><p>   Thrive in a high-impact, dynamic and high-paced environment. </p><p>   Be pro-active, have a business focus and can-do mentality to make the difference in fighting financial crime. </p><p>   Motivation to catch criminals by making our TM system more effective; in other words, you are motivated to build models that realize </p><p> measurable impact for the bank, not necessarily to build the most complex advanced analytics model.</p>
location: None
None
 Company info: None
 Compensation benefits: None
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: False",0.0
77,"Company name: Yacht
 Job requirements: <p> You and your talent </p><p><br></p><p>   You have a Master degree in Information Management or related </p><p>   You have at least 5 year relevant data analytics experience preferably in the financial industry </p><p>   You have experience related with Procurement process </p><p>   You have strong analytical and conceptual skills with experience in similar position </p><p>   You have strong knowledge of databases, data warehouses and data warehouse concepts and the know-how to connect different sources to each other </p><p>   You have strong skills in Excel and PowerBI</p>
location: None
None
 Company info: None
 Compensation benefits: None
 Job type: Tijdelijke functie/opdracht
 Certifications: None
 Remote possible: False",0.5
78,"Company name: Hoogheemraadschap Hollands Noorderkwartier
 Job requirements: <p>-	Je bent een topper in dit vak; </p><p>-	Je hebt meer dan 6 jaar werkervaring in dit vak; </p><p>-	Een afgeronde HBO opleiding is een pre;</p><p><br></p>
location: Heerhugowaard
None
 Company info: None
 Compensation benefits: None
 Job type: Tijdelijke functie/opdracht
 Certifications: <p>-	Je bent een topper in dit vak; </p><p>-	Je hebt meer dan 6 jaar werkervaring in dit vak; </p><p>-	Een afgeronde HBO opleiding is een pre;</p><p>-	Een gedreven teamspeler; </p><p>-	Je kunt denken in oplossingen; </p><p>-	Pragmatisch en proactief; </p><p>-	Communicatief meer dan vaardig; </p><p>-	Een kei in plannen en organiseren;</p><p>-	Een goede beheersing van de Nederlandse en Engelse taal; </p><p>-	En het liefst heb je een flinke dosis humor.</p>
 Remote possible: True",0.0
79,"Company name: VolkerWessels Infra Competence Centre B.V.
 Job requirements: <p>- Je hebt een aantal jaar werkervaring in een soortgelijke functie.</p><p>-Je beschikt over minimaal HBO werk- &amp; denkniveau (dit kan ook zonder HBO diploma)</p><p>-Het is een pr  als je kennis hebt van bedrijfsprocessen in de (infra)bouwwereld en als je ervaring hebt met applicatie beheer en probleemanalyse op interfaces tussen applicaties.</p><p>-Ervaring met Metacom of IBM BPM is een pre.</p><p>- Je bent bekend met ITIL en ge nteresseerd in Agile werken.</p><p>- Je neemt steeds initiatieven gericht op het realiseren van de gezamenlijke</p><p>doelen en het verbeteren van de samenwerking.</p>
location: Vianen
Onbeperkte vakantiedagen, een talentcoach en academy voor jouw ontwikkeling en hybride werken maken deze werkgever zeer aantrekkelijk
 Company info: <p>Een betrokken werkgever in de wereld van de bouw, met veel aandacht voor jouw persoonlijke ontwikkeling. Men werkt vanuit een mooi kantoor, met ter plekke laadpalen voor elektrische auto&#39;s.</p>
 Compensation benefits: <p>Wat je mag verwachten</p><p>  Een werkweek van 32 - 40 uur; We werken<strong> flexibel</strong> vanuit huis en op kantoor (meer vanuit huis, maar als je nieuw bent wordt je goed op locatie ingewerkt)</p><p>  Een goed salaris conform ons functiehuis <strong> 4.500,- /  5.500,-</strong> op basis van een fulltime dienstverband en afhankelijk van kennis en ervaring.</p><p>  <strong>Onbeperkt verlof!</strong> In dit team kunnen wij zelf bepalen of je verlof kunt nemen. Dit overleg je met je team - hier hebben wij geen strikt saldo voor nodig.</p><p>  Uitgebreide mogelijkheden om je kennis en vaardigheden verder te <strong>ontwikkelen </strong>en uit te breiden. Wij stellen graag samen met jou je persoonlijk ambitieplan op.</p><p>  Help je mee om mooie projecten te realiseren. Projecten waarover gepraat wordt, die vaak iconen worden in het landschap en niet zelden een <strong>maatschappelijke betekenis</strong> hebben. Projecten om trots op te zijn!</p>
 Job type: Vaste functie
 Certifications: None
 Remote possible: True",0.0
